komentar,sentimen,emosi
"Mbak Yeni saya pengin sekali kerja di luar negeri , tapi saya tdk bisa bahasa inggris dll.",Netral,Lainnya
Oky mbak yani...,Netral,Lainnya
Gaskeeeeennnn drpd pusing2🔥,Netral,Lainnya
Keren mbak Yeni kasih solusi,Positif,Lainnya
Spanyol mbak... Siapa tau bisa sekalian nonton Real Madrid tanding... 😂😂😂 #halamadrid ❤️❤️❤️,Positif,Lainnya
tp kenapa yg ngomong #kaburajadulu masih aj kerasan di Ina...😂😂😂😂😂,Netral,Lainnya
Yaa Allah semoga aja pd bs ke luar negri unt dpt kerja Italia aja,Netral,Lainnya
❤️❤️❤️❤️cara nya gimana trus bahasanya gimana?,Positif,Lainnya
Aku pengen ke jepang aja...👍,Positif,Lainnya
Mauu dunk .yg ada link jepang ato Canada..mb yennywahid,Netral,Lainnya
aku mau mbak yenny tapi Australia.,Netral,Lainnya
Kenapa kok semuanya menyuruh kita jadi pekerja migran ...negara kita ini sebenarnya kaya looo kenapa harus ke luar negeri...para pejabat ayolah bangun negara ini dg baik,Sedih,Lainnya
"Ke Jepang lebih baik mbak Yen..
😍",Positif,Lainnya
Ada batas usia utk bisa tinggal san bekerja disana Mba Yenny..,Netral,Lainnya
"Saya juga mau mba Yeni pindah k Canada sekeluarga, kasihan anak saya cerdas tp ga sanggup utk biaya kuliah",Netral,Lainnya
Emang caranya gmn mbaa Yeni kl pngn k luar negeri,Netral,Lainnya
Lantass...kalau yg Punya Tanah Air pada Kabur...Jangan..Jangan Munusia Tertentu malah Seneng...Boyong yg Negeri sana untuk menetap di Tanah Air Kita...,Positif,Lainnya
Mau bu ke Itali saja,Netral,Lainnya
Yang pinter pada kabur. Yang punya tanah pada kabur. Yang mau kehidupan lebih baik pada kabur. Lah yang bela Indonesia siapa🔥,Netral,Lainnya
Keren solusinya mba yeni ngga perlu bicara nasionalis ya … kasih solusi harusnya mba jadi mentri tenaga kerja nih,Positif,Lainnya
Mksh mba Yenny infonya 🙏😍,Positif,Lainnya
Beeetuuul MBK Yeny....ga usa mkir program transmigrasi.. yg ada warga ga betah di daerah transmigrasi.....,Netral,Lainnya
Ayoo kita krim pejabat kesna,Netral,Lainnya
Caranya gimana ibu🙏,Positif,Lainnya
Makasih Mbak Yen infonya😍,Positif,Lainnya
Mao dong ...gmn carany,Netral,Lainnya
Aku lebih minat jepang 👍,Positif,Lainnya
Daptar ja jdi pekerja migran di luar negri trs kumpulin hsl uangnya dan ambil konsep serta ilmu yg bs bt bekal kt pulang nnti. Insaallah... Berkh.,Netral,Lainnya
SDH mulai menyuruh rakyat Indonesia untuk pindah dr ngr nya sendiri .Kl dizaman Suharto BG rakyat yg tinggl di pulau Jawa yg mau pindah ke daerah lain di Indonesia di biayai slm 2thn di kasih tanah 2ha masing klrg .nmpk nya zaman skrng ini rakyat RI di suruh kabur dr RI Krn akan di gantikan orng dr luar .sprt cina .tepat juga bcr tokoh bngs RI ini sprt Buya waloni .mngtkn penduduk cina akan memenuhi RI bhkn SMP ratusan juta orng .setiap ada BRT yg aneh pasti itu terjd di Indonesia Krn ada yg merancang nya,Marah,Lainnya
"Mohon Bagi yg sudah kerja di luar bukalah informasi Loker apa saja dan apa apa persyaratan seluas luasnya kepada anak anak muda kita , agar nanti kuota loker luar dan kuota lokal dan berimbang sehingga anak anak muda kita Tinggal pilih mau ambil Loker yg di luar apa yg lokal semua tersedia harapanya kedepan nanti seperti itu",Netral,Lainnya
"Luar biasa mbak Yenny, anda memang yg terbaik 👍",Positif,Lainnya
"Teruslah jadi orang baik yg memberi support bagi pemikiran yg positif, mbak..❤️👍🔥👏",Positif,Lainnya
Ke sana nya perlu biaya tp 🥲,Netral,Lainnya
Batas umur berapa ya.. Arab saudi terima gak ya?,Netral,Lainnya
Mba bantu aku kabur ke amerika. Pingin banget,Netral,Lainnya
Berminat mbak..trus gimana caranya mbak..tolong dibantu donk mbak,Netral,Lainnya
Entah apa emang yang terjadi pada bangsa ini bener2 mumet banyak kebijakan2 aneh. Gak heran orang betah tinggal diluar yang jadi buruh saja gajinya lumayan bahkan masih bisa nabung.,Netral,Lainnya
makasih infonya..👍 buat yg pd sekolah Sarjana .boleh tuh buat refrensi,Positif,Lainnya
Cara dan persyaratannya bagaimana bu 🙏,Positif,Lainnya
Pansiunan masih ok bisa ikutan gak yaa mbak yeni,Netral,Lainnya
Hidup di negara org gak semudah yg di bayangkan broo . Klau tdk ada yg nampung nyalur kan bisa jd klontang klantung kelaparan..,Netral,Lainnya
Mantap mbak Yeni👍,Positif,Lainnya
"Pengen kaburdlu tapi ujungnya lewat jalur resmi ttp dibatasi umur mbk @yennywahid, pdhl jelas² disana ga memandang umur tp pek sini ttp batasan umur berlaku, gimana coba mau kabur😂 😂",Netral,Lainnya
Tapi Banyak nya Yang Sudah Kabur ke Negara ErOpa Saat Di Tanya Cara'nya Banyak Yang No Komen,Netral,Lainnya
"Mba @yennywahid, bisa bantu pindah dan kerja di Jepang? Umur 40 thn",Netral,Lainnya
Sono kabur jgn balik lg,Netral,Lainnya
Keren mbak yenny...kasih solusi ..bukan di intimidasi ataupun ga peduli..karena capek di kibuli jadi mungkin perlu migrasi untuk menenangkan diri sampai kondisi semua teratasi...baru kembali lagi..menjadi pribumi asli😂😂😂,Positif,Lainnya
Pengen kesana tapi gimana caranya ya?,Netral,Lainnya
mau tuh ke jepang,Netral,Lainnya
Terimakasih banyak Bu Yenny 🙏,Positif,Lainnya
"@yennywahid Alhamdulillah Mbak Yeni saya sudah kabur duluan sebelum #kaburajadulu, di NZ lebih dihargai tenaga kita, lebih nyaman dan peaceful, yg realistis saja , sekarang my 1st home .. 🏠",Positif,Marah
Visa nya dan dokumen nya seperti apa mbak..🙏,Positif,Lainnya
Sambil dengerin lagunya Bob Marley eks🔥dus,Netral,Takut
Mau donk gimana caranya??☝️,Netral,Lainnya
Saya mau pindah ke eropa mba gimana caranya dan saya siap pindah bersana kel,Netral,Lainnya
"Wah senang sekali kalo banyak yg mau kabur dr Indonesia, ngurangi populasi, jgn balik2 ya,bye2",Positif,Lainnya
G bisa mb gmn vranya,Netral,Lainnya
Bagaimana cara pindah negara ikutan #kaburajadulu,Netral,Lainnya
"Bingung saya, Posting begini dibilang bermuatan politik, kritik pemerintah dibilang bermuatan politik, yang demo dibilang ditunggangi politik. Tapi yang dukung pemerintah dibilang cinta negara. 😂😂😂",Positif,Lainnya
"Insyaallah kepingin banget hidup di negara maju yg menerapkan hukum tanpa tebang pilih,tidak seperti di indo hukum berlaku hanya untuk mereka yg berduit.di indo cari kerja susahnya minta ampun,udah gaji kecil,satu hari kerja hanya cukup buat mkn 1hari.terus kpn bisa nabung.ooohhh negeriku yg sangat kaya raya tapi kenapa penduduknya sengsara.dimn nilai2 Pancasila.",Sedih,Lainnya
Gimana caranya supaya bisa kerja disana mbak?,Netral,Lainnya
"Indonesia emang sengaja dibuat gini..agar warga biar keluar semua,.ntar dimasukin orang cina buat dagang, buat usaha di nkri",Netral,Lainnya
Dibilang kita jadi jongos bos boss di luar negeri. Si luhut sendiri jual negeranya jadi jongos oligarki asing sama aseng…. Luhut tua tua gak tahu diri,Marah,Lainnya
👍kereeenn....ingin bngt k Kanada...gmn caranya?? Mksh bngt infonya mba Yenni...ur amazing...🙏🙏,Positif,Lainnya
"Sebelum kabur siapin bekal, ilmu pengetahuan, bahasa dan perkaya wawasan ttg Negara tujuan dan lain2nya",Netral,Marah
Ada batas umur ga bu..,Netral,Lainnya
"Tetap do'a yg baik"" secara ikhlas, lihat saja nanti pejabat, Gusti ora turu",Netral,Lainnya
Aku mau Italia klo gak Jepang 😁,Netral,Lainnya
Knp mba Yeni koq malah merekomendasikan org yg mau kabur ya?,Positif,Lainnya
"Kangen bapak Gusdur mbak @yennywahid , lahul Fatihah buat bapak 🤲",Netral,Lainnya
Wah senangnya kakak @yennywahid kasih pencerahan buat kita semua. Disaat terasa gelap di negri sendiri. Buka usaha di negri sendiri di libas semua sm petinggi2. Pdhl hasilnya buat anak generasi indonesia sendiri. Cuss lah temen2 yg masih punya kesempatan untuk #kaburajadulu cuss demi masa depan cerah.,Positif,Lainnya
Menyala Bu Yenni 🔥🔥🔥,Netral,Lainnya
Mau dong mbak Yenny aku kasih tau caranya Trims,Netral,Lainnya
"Kita ke luar org luar masuk begitu ya maksudnya, aduh kasian dong nasib anak bangsa....",Netral,Lainnya
"Solusinya seharusnya bagaimana kita bisa mmbangun, bekerja utk bangsa kita....bukannya malah di suruh kabur",Sedih,Lainnya
Mantab sayang udah kegolong lansia.,Netral,Lainnya
👍 mungkin bisa jdi solusi,Positif,Lainnya
"Kalo bisa ekspor tenaga/jasa ke LN, kenapa tidak? Hasil pendapatan di LN ditabung, pas balik ke Indonesia bisa dipakai buat beli rumah, mobil, emas dan investasi dlm bentuk lainnya. Kabur ke LN utk memperkaya diri dan keluarga abis itu kembali pulang ke tanah air dan mengangkat derajat martabat keluarga baru mantep 👍",Marah,Lainnya
"Kepingin bangat,tapi yg ada lahat untuk beratni. karena saya hoby bercocok tanam. Bantu Doang",Sedih,Lainnya
Bu Wahid nyalon dong duet sama mas Anis mantap,Positif,Lainnya
Sekalian cara nya donk bu ... tertarik banget nih 😂,Netral,Lainnya
"Assalamualaikum ibu Yenni Wahid... Bantulahh bagaimana caranya utk org yg umunya 45+ yg mau kerja ke LN sbb kan selalunya ada pembatasan umur, mohon infonya ibu Yenni.. trimakasih 🙏",Positif,Lainnya
"Keren bangat mba Yenny....cerdas,lugas ,solusi,ga menghakimi,care,Teruslah mba berbuat baik buat saudara saudara kita tanpa membedakan bedakan latar belakang suku agama semoga cita cita Gus Dur dapat terwujud ya mba salam hormat",Positif,Lainnya
Hati2 ah dengan promosi #kaburaja dlnya. Cek ricek dl aja jgan terbawa eforia.,Netral,Lainnya
Please kasih tau caranya gmn? Terutama kalau usia sdh 40+ dan mau kaburnya sekeluarga 😗,Netral,Lainnya
Alhamdulillah sy tinggal d Makkah sejak Januari 2023😍,Positif,Lainnya
Cinta NKRI bukk❤️,Positif,Lainnya
aku mau ke jepang see....siapa tau lolos jadi rekan nya kakek sugiono😂😂😂😂 bantu UP donk wankawan😁😁😍😍😍,Positif,Lainnya
Salah satu prndukung jokowi,Positif,Lainnya
"Mbak Yenny, kalo umur 56 tahun masih bisa kah?",Netral,Lainnya
"Mbak Yenni, putri sy cari kerja sana sini susah bngt. Pngn #kaburajadulu. Tp gmn caranya brp biayanya?",Sedih,Lainnya
Capekkkk..motor mogok terus..ternyata SAMA PERTAMINA..PERTALITE DI OPLOS JADI PERTAMAXXX😭😭😭 PANTES AJA SUDAH HAMPIR 1 TAHUN SERING MOGOK TERUSS😂😂..HANCUR INDONESIA KU..SEMUA RAKYAT DI BOHONGI OLEH PEMERINTAHAN,Sedih,Sedih
Kalo ke ausi yg bisa lsg kasi kerjaan dimana mb yeny,Netral,Lainnya
Kalo ausi yg bs lsg dpt kerjaan adakh mb @yennywahid bs kirim link atau hub dimana,Marah,Lainnya
Luar biasa mbk yeni..,Positif,Lainnya
Luar biasa mbk yeni klau di jepang atau lain gmn caranya mbk yen,Positif,Lainnya
Yg sering2 kasik info2 dan solusinya jk dibutuhkan yaa,Positif,Lainnya
Jepang kekny ya hihihi,Netral,Lainnya
Bu.. mon maaf ya.. musiknya ganggu 😂,Netral,Lainnya
Bu yeny.. mohon buat tutor dong cara dan syarat bs krj atau tinggal di negara2 yg ibu sebut slm video.,Netral,Lainnya
kak kasih info biar bs kesana,Netral,Lainnya
smua pergi.. yg isi warga china dehhh,Sedih,Lainnya
Walaupun jadi warga CLAS 2 AQ betah ko di china🔥🔥🔥,Netral,Lainnya
"Mau donk ibu, gmn carany",Netral,Lainnya
"Bantuin bu yenny,sy mau pindah kemana aja yg penting dibantu 😍😍😍",Positif,Lainnya
"Bagaimana caranya Bu Yeni.?
Apa langkah awal yg saya lakukan.",Netral,Lainnya
Kalo memungkinkan pergi saja kerja diluar negeri tapi jangan lupa kirim devisanya ke indonesia.. kalian akan menjadi pahlawan devisa.. lapangan kerja disini hanya janji saja..,Marah,Lainnya
Boleh di share ya mba Yenny..,Netral,Lainnya
"Alhamdulillah saya sudah kabur ke Turki jauh sblm trending #kaburajadulu
Sekarang saya pindah ke Inggris!
Dg melihat situasi di Indonesia saat ini, kalau kalian yakin dan sudah ada negara yg dituju, mending #kaburajadulu bukan tidak nasionalisme tp untuk mendapatkan kehidupan yg layak untuk kalian dan keluarga kalian!!❤️",Positif,Lainnya
How kak yenny?,Netral,Lainnya
Mbak Yenny informasi oklahoma Negara mna aja saya mau.,Netral,Lainnya
"Pindahnya ke desa terpenciiiiillll banget, yg orang lokalnya aja ogah tinggal di situ, dan ga boleh pindah sebelum 10 tahun.",Netral,Marah
Sudah umur 50 THN ke sana bisa tidak kerja d jepang?,Netral,Lainnya
"Drpd kabur, beresin aja pemerintah yang ngga bener, kalau perlu revolusi..😁😁😁",Netral,Lainnya
Gas OTW italy 😍😍😍,Positif,Lainnya
Yang ke Canada boleh share websitenya untuk daftar Mbak,Netral,Lainnya
👍kasih info nya mba Yeni,Positif,Lainnya
Tenan po ora? Coba mereka yg cari kerja itu dibantu.,Netral,Lainnya
"Makasih mb yeni makin termotivasi banget semoga 70% pemuda Indonesia pergi darisini, biar para boomers sama keluarganya kenyang dah",Sedih,Lainnya
"Kanada, Jepun, tambah Belanda sih Mbak.. Tp ga dijelasin ttg Belanda",Netral,Lainnya
"duwik ooo cpo buuu,engko kerasan opo ora....😂",Netral,Lainnya
Six believe book clearly.,Netral,Lainnya
Jiiiaaah dia dukung kitaaaa...🔥,Positif,Lainnya
Gak ada modal kesana bu,Netral,Lainnya
"Mau milih Jepang,, tapi inget kl sudah terikat Negara 🤭",Netral,Lainnya
Mau mba. Very interest,Netral,Lainnya
Kalau mau ke canada apakah hrs ada sponsor nya,Netral,Lainnya
"Ass bu yeny, saya kaguuuum sama mbak nud lamaaaa. Cantik dan saya suka kudungnya gaya nya beneran..samoe saya kepoin anak² mbak yeny, saya di sini hampor putus asa, skill saya banyaj terutama di bidang kue² dan masakkan, saya juga pernah kerja sekretaris lama di sini, bantu dong bagaimana cara nya, terjma kasih banyak, mama saya ada di belanda, wna sana, adik juga dan ada yang di aiatralia dan berlin",Positif,Sedih
Suwun mba @yennywahid ...Inshaa Allah anak2 sy dimudahkan bs berkarir disalah satu negara2 tsb yg ramah byr tenaga kita 😁,Netral,Lainnya
Yang bilang enggak nasionalis kalo di lakukan pembuktian terbalik kekayaannya pasti????😁,Netral,Lainnya
"Anakku rencana lulus SMA ini juga mau kuliah ke Turki, dan adiknya insyaallah nyusul Kuliah ke jepang. Pendidikan Indonesia semakin sulit sekarang #kaburajadulu",Sedih,Lainnya
"Kenapa negara kita gak bisa memfasilitasi rakyat kayak negara lain, kurang kaya apa kita",Netral,Lainnya
Klo sy msh muda sy pilih spanyol,Netral,Lainnya
"Mba @yennywahid gmn caranya utk ""kabur aja dulu""tlg infonya,anak sy 2 skrg msh kuliah,sibontot insya allah sbntr lg selesai skripsi,saya menyarankan kpd ke2 anak sy utk kerja di luar negeri (klo bs), tiap post org indo kerja dluar sy share ke mereka, biar mereka cari uang dlu di LN,setelah cukup modal utk buka usaha m ckp modal utk biaya hidup diindo baru mereka plg ke indo",Netral,Lainnya
SPT ini seharusnya tokoh ksih info pertimbangan dr kejadian yg melanda generasi konoha,Sedih,Lainnya
Mbak yeni kalo ke Amerika Tulsa dan Oklahoma sepi sekali mbak saya sering kesana,Netral,Lainnya
👍terus gaungkan mbak ku..👍,Positif,Lainnya
"MaaSyaa Allah... Mbak Yenny keren bgt, ayo Mbak dukung bagi yg mau pada #kaburajadulu",Positif,Lainnya
Mantaap kalo punya tokoh yg punya pikiran terbuka bukan sok nyinyir sok nasionalis,Netral,Lainnya
Perlu diklarifikasi ini bener apa betul 😂?,Netral,Lainnya
Bs fasilitasi sy dan keluarga sy kah Bu utk ke LN...?,Netral,Lainnya
"Aku mau mbk,tapi ngk punya dana untuk ongkos",Netral,Lainnya
Terima kasih mbak Yeni spill info😍😍😍,Positif,Lainnya
"Terima kasih Ibu Yeni, Mungkin Ibu bisa berikan Info lewat konten Rules tata cara serta agent yg amanah sampai di LN",Netral,Lainnya
Mbak Yeni kapan kabur nya 😁,Netral,Lainnya
Trump lbh pentingin rakyatnya mang nya di indo 😁,Netral,Lainnya
Mau bu emang klau mudah saya mau pindah deh sekeluarga dah cape di negri ku bu,Sedih,Lainnya
"Kl gw masih muda , mau deh kabur aja dulu. Capek sama kondisi negara makin gelap aja ga secerah masa depan cipung",Sedih,Lainnya
"Syarat dan ketentuan berlaku untuk applied Visa dan banyak persyaratan lain : umur maksimal, uang tabungan, pendidikan, umur, lulus cek kesehatan, tiket pesawat",Netral,Lainnya
Mba Yeny kasih infon yg lengkap dong,Netral,Lainnya
Caranya gimana ya mba yenny klo mau kerja ke luar negri dengan usia saya sekarang udah 47 saya ga ada job nih mbak 🙏,Positif,Lainnya
"Oman, negara Islam yg paling sesuai syariat dan aman",Netral,Lainnya
Yuk yg pada masih muda ke Jepang,Netral,Lainnya
"Mba Yenni, saya sudah 4 tahun tinggal dan bekerja di Jerman, saya betah disini☺️",Netral,Lainnya
Mba Yenny anak saya bln Juni mau menetap di Jepang.. bismillah.. ini sdh menjadi cita2 nya sejak kecil .. belajar dan bekerja di negri sakura.. minta doanya ya mba @yennywahid,Netral,Lainnya
Nasionalisme sy hanya terasa saat nonton timnas😂 emang boleh ya begini🙃,Netral,Lainnya
Saya minat Mba Yenni ?. .,Netral,Lainnya
"Setuju mbak Yenny, maturnuwun info nya 🙏.",Positif,Lainnya
Kerennnn terimakasih mbak Yenny ini namanya solusi yg baik 🙏🙏,Positif,Lainnya
"Saya mau ke Jepang bu, Australia ato Singapur gpplah ygdeket2 aja😂",Netral,Lainnya
"Kabur aja dulu hmmm sudah terlalu sesak kah negara ini sampai di buat hastag macam itu,seharus nya negara ini memberikan solusi bukan menaikan hastag kabur aja dulu,berikan lapangan pekerjaan,berikan gaji yg layak,kecil kan gaji pejabat negara dan hilangkan tunjangan"" lain nya",Sedih,Lainnya
"Rusia, Ukraina, sepertinya sangat membutuhkan kita...",Netral,Lainnya
Kanada kali ya,Netral,Lainnya
Nah ini mba Yenni keren bukan malah ngomong nasionalis padahal anak anak pejabat banyak yang sekolah di LN / kerja 😂😂😂,Positif,Lainnya
Pasti banyak yang mau ibu Yenny.. asal ada wadah yg bisa bantu ngurusi biar bisa kesana bu🙏🙏,Positif,Lainnya
"Saya juga sudah kabur 6 bulan yg lalu ke LN, Alhamdulillah hutang piutang sudah LUNAS 😇",Positif,Lainnya
"Saya usul mba,gmna kalo para pejabat2 aja yg pindah yg jauh...biar rakyat yg running negara??mba Yenny kita angkat jadi wapres deh...gmna?👍🏼😁",Positif,Lainnya
saya mau tinggal di kanada ada ga buat dana talang dari sana bawa keluarga trs tempat tinggal disana bu,Netral,Lainnya
Caranya ke jepang gmn mba? 🤩,Netral,Lainnya
Pingin ke kanada lah..bs dibantuin gak?,Netral,Lainnya
"Mb. Yenny bagus tksh infonya mbak..realistis.. pak menteri..jgn tutup mata dong ..ini kenyataan, pak.. Disini umr nya gk bisa buat ""hidup"" kec punya warisan .. gk kecandak2 .. gaji disini jomplang pak menteriiiii...😭😭😭🙏🙏🙏❤️❤️❤️🌹🌹",Positif,Sedih
Saya ingin sekeluarga pindah ke canada buka rumah makan Indonesia..,Netral,Lainnya
Mau tapi suami gakmau diajak pindah,Netral,Lainnya
Aku mau ke kanada mbak Yenny bersama keluarga bisa kan dengan suami dan anak2..,Netral,Lainnya
Ke JAPAN aja dulu😆,Netral,Lainnya
Saya umur 55 tahun. Bisa ya mbak. Sy mau ke Italia mbak cara nya gmn ya,Netral,Lainnya
Jazakallah ya Mabak Yenny🙏,Positif,Lainnya
Saya pilih di Jepang mbak tapi apakah ada standart umur?,Netral,Lainnya
"Bismillah, Assalamu'alaikum Mbak Yenny yg baik hati🙏, ijin perkenalkan diri, saya seorang guru SMK di Sumbar, mohon mbak berkenan membantu kami memberi informasi untuk peluang magang industri luar negeri untuk siswa kita konsentrasi peternakan, jazakallah ya Mbak🙏🙏🙏",Marah,Lainnya
Infonya mba yenny 🙏🙏,Positif,Lainnya
Pengen umroh dan langsung menetap di Makkah atau Madinah,Netral,Lainnya
ada batasan umur ndak ya?,Netral,Lainnya
Mba yenny syarat nya apa aja mbak,Netral,Lainnya
Mau. cuma nggak ada ongkos nya😁,Netral,Lainnya
"Mba yenny syarat nya apa..?, aku mau .italia tinggal di desa.",Netral,Lainnya
"Gimana caranya mba , masih bisakah untuk usia 50tahun",Netral,Lainnya
Mau donk Mak Yen....,Netral,Lainnya
"Caranya gimama mbk,kalau mau pindah sekeluarga,tp terbatas bahasa",Netral,Lainnya
Mbak Yenny sendiri mau ikutan # Kabur aja dulu ? Ngga sok lakukeeuun 😁,Marah,Lainnya
"@yennywahid Assalamualaikum ibu, gumana kabarnya,semoga sehat selalu ya bu...saya mau dong bu jepang apa autralia",Netral,Lainnya
Nah harusnya pemerintah jawabnya kayakngini bukan ngatain rakyatnya g nasionalsi,Sedih,Lainnya
Kulo kepingin ten jepang Mbak Yeni,Netral,Lainnya
Betul apa betul,Netral,Lainnya
Coba aq msh muda... Di Jepang boleh ... Di Italia ok..,Netral,Lainnya
German buuuuu 😍😍😍,Positif,Lainnya
Itali buuu😍,Positif,Lainnya
